X,Y,fid,NOMBRE,X,Y,icon_url
-1.16369093714559,37.9330479607423,"1",Arrixaca,661480.65,4200179.9,./0.png
-0.961278065888302,37.6032678239418,"2",Santa Lucia,680068.7,4163955.24,./0.png
-1.73585510781877,37.6451618801921,"3",Rafael Méndez,611627.26,4167400.52,./0.png
-0.858620521436216,37.8183018364266,"4",Los Arcos,688585.99,4188018.89,./0.png
-1.10773664093636,38.6164547619569,"5",Del Castillo,664846.36,4276117.9,./0.png
-1.86781042687677,38.1040146755753,"6",Del Noroeste,599367.79,4218164.48,./0.png
